No.,Review Title,Review Text,Star Rating,Date,Author,Location
63,I always find exactly what I'm looking…,"I always find exactly what I'm looking for, the ordering process is quick & easy, prices are competitive, sales are frequent.",5,2024-07-03,Darlene Borcherding,US
64,Great savings and free shipping,"Great savings and free shipping! What could be better? A little confusing on the sale, but worked out okay.",5,2024-12-14,Nancy Abish,US
65,Disappointed by the actual discount vs advertised,"When I search for a product, I click on the item I am looking for, then something I don't want is displayed. Up to 50 percent off was promoted, but the discounts were much lower than advertised.",2,2024-12-12,MARK,US
66,no problems ordering but I had to…,"no problems ordering but I had to change the date on the review, it always comes up tomorrow's date and that is not accepted so I have to change the date to today's date.",5,2024-12-11,SARAH CARSON,US
67,I used my rewards bonus of $5.00 and…,I used my rewards bonus of $5.00 and then had to go back to check the number on my credit card and my rewards bonus disappeared and it says I no longer have it. I was cheated out of my rewards bonus and that's just plain and simple deceptive and poor business on the part of Swanson Vitamins,1,2024-12-11,GC,US
68,Swanson makes it quick and easy to order supplements.,Swanson makes it quick and easy to order supplements. Great products can easily be found with their great search engine.,5,2024-12-10,Allen C,US
69,I have used Swanson Vitamins for years…,"I have used Swanson Vitamins for years and they are good. Today I’m ordering Moringa. The reviews are top notch!!
Hal Ford",5,2024-12-12,Harold Ford,US
70,Easy to navigate on site,Easy to navigate on site. I appreciate the free shipping and the rewards coupon!,5,2024-12-14,Mary Ellen Lucas,US
71,Easy to order on line and select my…,"Easy to order on line and select my products, quantity and free shipping!",5,2024-12-14,Deborah Kruse,US
72,Jovan was super friendly and thoroughly…,Jovan was super friendly and thoroughly helpful! He's an asset to your company.,5,2024-12-12,Lia Rohrbach,US
73,One thing I’d like to see,"One thing I’d like to see, the ability to compare ingredients on products, sis by side.",4,2024-12-12,Shel Johnson,US
74,Not easy,Not easy. Had to go back to fix overcharge on order. Navigating is not clear. Especially when discounts are concerned. Pretty scary over all.,3,2024-12-11,F. Gilly,US
75,Great quality and excellent values.…,Easy to find products that are consistently high quality.,5,2024-12-15,J Richard Fikuart,US
76,Quick and easy,Quick and easy. Taking advantage of discount was even greater.,5,2024-12-14,Zareda Strobel,US
77,"""What went wrong THIS time?"" Lots of mistakes?","""What went wrong this time?"" That is an odd way to begin. Lots of mistakes, huh?

I couldn't change my address, through your site. but was able to at PayPay. But then, Swanson doubled my order.",1,2024-12-14,Fred Smalley,US
78,I love Swanson but it always takes way…,I love Swanson but it always takes way to long for them to ship. When you are out of your Vitamins you need them fast. To me there is no excuse for your shipment to take so long.,4,2024-12-11,Carrie,US
79,Adding to easy refill for an upcoming…,Adding easy refill items to an upcoming shipment seems un-doable. Lots of tricky games and too easy to push the wrong button!,3,2024-12-13,Kris Whelan,US
80,The promotion said 40% off site wide,The promotion said 40% off site wide. I ordered a Terry Naturals product and didn’t get the discount,4,2024-12-13,Michael Millard,US
81,The print could have a choice for BOLD,The print could have a choice for BOLD. Finishing my order and placing my order was a little confusing.,3,2024-12-13,Virginia,US
82,Site is easy to use,"Site is easy to use, Swanson products are excellent.",5,2024-12-14,Dave Downey,US
83,Very good quality private label…,"Very good quality private label products, as good as name brands. Plus name brands. Fast shipping, use Shop runner. % off the best.",4,2024-12-13,JOHN,US
84,Can improve ability to review order and…,Can improve ability to review order and make changes/edit more easily.,4,2024-12-12,Brian Votava,US
85,Annoying web site.,"The web site is very annoying because, as soon as I hit pay, it kept pushing me to a page that I couldn't get out of. What's up with that. I had to then, after 4 tries, check out through Amazon. Very frustrating. Also, can I also use the ID.ME coupon code even with another ""built in"" code?",2,2024-12-12,Dr. S. K. Richmond,US
86,still waiting for an order,"still waiting for an order! Ordering is very easy, I wait for sales.",5,2024-12-14,Judith Bergevine,US
87,Great products,I find it easy to navigate through the store to shop. I have always found the quality of these products very good.,5,2024-12-12,Tena Miller,US
88,Frustration,i have submitted an order twice today and received a fraud alert on my card because the charged amount has been $0.00. This has wasted much of my time today because I ordered many things today and they were all voided because of your fraud alert and now i have to do it all over again. I have received no notice that you are sending my order. Is there a problem?,1,2024-12-10,Jacquelyn Dudley,US
89,It’s helpful to have a variety of…,It’s helpful to have a variety of payment options available and free shipping,4,2024-12-12,JK,US
90,Your website is very easy to navigate…,Your website is very easy to navigate and the customer service representative that I talked with was very helpful and friendly!,5,2024-12-13,Catherine Leinhos,US
91,Good Circulation,The ease of making an informed decision based on the detailed information on your website.,5,2024-12-13,John Williams,US
92,Thank the Lord you are there for us,"Thank the Lord you are there for us! You just keep getting better and better, easier also. Thank you,Gary",5,2024-12-14,Gary D Brown,US
93,It says 40% off site-wide but,"It says 40% off site-wide but the Jarrow Bone Up that I need to take is never included. Should not say ""site-wide""",4,2024-12-13,Ellen Ann Marciszewski,US
94,I trust Swanson,I trust Swanson. I am 79 years old. I look younger than that and feel younger . My energy levels are amazing.,5,2024-12-12,Karen,US
95,Ease of getting to the item and the…,Ease of getting to the item and the complete item information is right there. Thank you,5,2024-12-01,N. J. Reed-Torres,US
96,Calif can't get liquid MINERALS???,"Calif can't get liquid MINERALS??? I use Swanson and am happy with most all i get, great $, free ship over $ so yeah so far so good.",3,2024-12-12,Cali Dude,US
97,Very good,Eae to find items. Ease in using the system. Clarity of things needed.,5,2024-12-14,Roberta,US
98,You have the products that work and are…,You have the products that work and are reasonable in price. You are also honest and reputable in your service.,4,2024-12-10,Elizabeth,US
99,I'm always happy with Swanson,"I'm always happy with Swanson. :)

Happy Holidays!",5,2024-12-14,Karen Ewart,US
100,Easy to find products,"Easy to find products
Easy to research products
Easy to add to cart & exit
I applied 44 points to order but saw no change in price, can I get my points back.
thanks",4,2024-12-14,Ron K,US
101,Great Selection and Pricing,Great Selection and Pricing! Specials are awesome! Long time Swanson Customer for a Reason!,5,2024-12-11,Robert Fox,US
102,Easy as pie,Easy as pie to order and get the vitamins and other products I need. Great company to deal with.,5,2024-12-11,Larry Bowers,US
103,Love it,Swason's site and ordering process is always so quick and easy. Love,5,2024-12-12,CAROL BRIGHT,US
104,Most important product for me,"Most important product for me. I was free of illness for 15 years, and I am 72 years old!",5,2024-12-13,Dennis L Oberholtzer,US
105,Great company to deal with and order…,Great company to deal with and order from. Great service,5,2024-12-14,Kenneth,US
106,I was supposed to get $5 off of my…,"I was supposed to get $5 off of my order with my points, I opted to do so but it never came off,thanks",3,2024-12-12,John Kablick,US
107,I tried to order eight bags of chips…,I tried to order eight bags of chips and the website would not allow it. Only 3.Frustrating. Very.,3,2024-12-15,annalfred,US
108,Easy to find items wiGreat pricesth descriptions,Easy to find items with descriptions. I love the savings,5,2024-12-14,Katherine Rivers,US
109,The products I receive from Swanson are…,The products I receive from Swanson are top quality and customer service is excellent.,5,2024-12-11,Bonnie Ellison,US
110,"When I entered ""Swanson vitamins Krill…","When I entered ""Swanson vitamins Krill Oil the Internet took me to many companies but not Swanson",3,2024-12-12,James Reedy,US
111,the ease of finding and ordering what I…,the ease of finding and ordering what I wanted.,5,2024-12-13,Charles,US
112,Easy to order products,"Easy to order products, and rewards points with coupons.",5,2024-12-13,Daniel Tyson,US
113,easy to order good pricing,easy to order good pricing,5,2024-12-14,Dennis J.,US
114,Offered discount coupon and free…,Offered discount coupon and free shipping,5,2024-12-13,Jim Truitt,US
115,My Favorite Supplement Provider,"Easy navigation, wide selection, non-Swanson brands available, great prices and good quality.",5,2024-12-13,Art in Fountain Valley,US
116,Easy to search products and you have a…,Easy to search products and you have a wide variety to choose from.,5,2024-12-15,Kate Mills,US
117,Easy ordering,Was not able to use my Veterans discount.,4,2024-12-13,Stacey Moltz,US
118,Easy ordering,"Easy ordering, with great products and prices.",5,2024-12-14,Carla,US
119,Too many diversions,Too many diversions. I prefer a simpler process.,3,2024-12-15,Rebecca Wilkinson,US
120,I thought the S&H was covered,"I thought the S&H was covered, it said my total was $55.55 before tax but ended up almost being $63 :(",2,2024-12-13,Lauren Sanderson,US
121,Good Pricing,"This time there was good discounts. When there is good discounts, then I am able to order more of what I need.",4,2024-12-11,Michael Eatman,US
122,Good and easy orderEasy access and items available,Easy access and items available,5,2024-12-14,Carol L,US
123,I placed an order for my son- no…,I placed an order for my son- no problem,5,2024-12-14,Donald Graf,US
124,Always painless,Always painless. Products are great. Prices are great. Check out is great.,5,2024-12-12,Constance Sears,US
125,"Great Supps, Glitchy Rewards",The supplements are high quality and reasonably priced but when I tried to use my rewards points they were deducted without any discount being applied and this is very disappointing.,3,2024-12-11,Sasquatch,US
126,Love Swanson Vitamins,"Wide selection, easy website, good prices.",5,2024-12-11,Terri D.,US
127,I've been buying products from Swanson…,I've been buying products from Swanson for years.,5,2024-12-11,Darleen Goodwin,US
128,Ease of ordering and getting registered,Ease of ordering and getting registered,4,2024-12-15,Gregory Dingman,US
129,Great products at a good price.Also…,Great products at a good price.Also ordering is easy,5,2024-12-12,James Przybylak,US
130,I have tried on several occasions to…,I have tried on several occasions to order Creatine and it keeps getting removed from my cart without explanation. Maddening,2,2024-12-12,Julia Little,US
131,Ordering process easy to follow (clear…,Ordering process easy to follow (clear details),5,2024-12-14,Rocky Hoover,US
132,Easy to order. Quality of products.,Quality of products and had great experiences from previous orders.,5,2024-12-12,James Bednarczyk,US
133,It has the items i need at a sensible…,It has the items i need at a sensible price that I can afford.,3,2024-12-14,Betty Matthias,US
134,It takes too long to key in all the…,"It takes too long to key in all the info.
I need a human voice.
I'll shop elsewhere.

Bye",2,2024-12-14,Robert Bradley,US
135,Price,"Price, quality, ease of ordering.",5,2024-12-11,Regina Carter,US
136,Found items that I wanted and put in…,"Found items that I wanted and put in cart fast, no problem",5,2024-12-11,L.E.,US
137,Not too easy to navigate but got it…,Not too easy to navigate but got it ordered,4,2024-12-11,Ann Sadler,US
138,Cometitive pricing on preferred items,Cometitive pricing on preferred items. : ),5,2024-12-15,Customer,US
139,Quite easy,Quite easy. Love free shipping’,5,2024-12-14,Linda G,US
140,Ease of ordering,"Ease of ordering, plenty of selections",5,2024-12-11,ROBERTO VITAL,US
141,Website is easy to use.,Website is easy to use.,5,2024-12-15,Judith Hayes,US
142,Great products!,So easy to order!,5,2024-12-14,Mary S,US
143,THE INFORMATION IS GREAT AND EXPLAINS…,THE INFORMATION IS GREAT AND EXPLAINS THE INGREDIENTS.,5,2024-12-12,martha metcalf,US
144,Ease to buy online,Ease to buy online,5,2024-12-14,Orlando Ramos,US
145,Good Sale Prices,Easy website,5,2024-12-11,Thomas,US
146,It was really easy to find what I was…,It was really easy to find what I was looking for…. Thanks,5,2024-12-11,Daniella Fontanna,US
147,Easy to use,"Easy to use, order and pay.",5,2024-12-14,Tinker,US
148,I've ordered before,I've ordered before,5,2024-12-12,Beverly,US
149,Quality vitamins… dependable service…,Quality vitamins… dependable service online and great results!!,5,2024-12-14,Donna in WV,US
150,Reasonable price,"Reasonable price, and dependable products.",5,2024-12-13,stanley clever,US
151,THE VERY BEST COMPANY,Very easy to get the all the thing i need.,5,2024-12-14,Sheila Arasmith,US
152,Site very easy to use,Easy to find items and prices. Easy check out.,5,2024-12-14,Margretta Chase,US
153,As always.,"As always.
Always satisfied with swansons",5,2024-12-11,Annie Bowden,US
154,Easy to order thanks,Easy to order thanks,5,2024-12-11,Lowell Ransom,US
155,Check free shipping against sale price,I love your Balance B-100 product!!,3,2024-12-14,M Norman,US
156,great prices,"great prices, prompt delivery, excellent selections",5,2024-12-13,MARK ANDREWS,US
157,YOU TRY TO SELL ME THINGS I DON'T WANT,"YOU TRY TO SELL ME THINGS I DON'T WANT. IF I WANTED THEM, I'D ASK FOR THEM",2,2024-12-11,alvin benning,US
158,Nice service and products,Friendly people and products,5,2024-12-14,Grandma,US
159,easy to use,"easy to use, and quick",5,2024-12-14,Tim Crow,US
160,Easy and convenient,First time and it was simple,5,2024-12-09,Pauline Jannelli,US
161,I found everything that I needed.,I found everything that I needed.,5,2024-12-12,Doreatha Mills,US
162,pretty easy,"pretty easy, nice price",5,2024-12-13,jim,US
163,Great,Easy ordering,5,2024-12-14,Warren Smith,US
164,Everything went well,Everything went well,5,2024-12-13,hillary sears,US
165,easy shopping,Wonderful products,5,2024-12-14,hope schmitt,US
166,navigation,navigation somewhat confusing,3,2024-12-14,Rob Luss,US
167,Reliable company.,Reliable Company,5,2024-12-11,CCW,US
168,Always satisfied,Always satisfied,5,2024-12-11,Tricia Ward,US
169,"1st Time Purchase, Great Deal!","I was looking for a good deal for calcium citrate powder & was going to purchase NOW brand. After comparing w Swanson's own brand, & their purchase offer, I decided to give them a try for my calcium citrate powder, magnesium citrate powder, & collagen powder. If I like them, I will reorder & subscribe. I'm hoping to find a calcium supplement I like & doesn't cause constipation. They have been highly rated & I know to mix them in juice, not water, for best consumption.",5,2024-12-10,Vivian,US
170,Perfect label view,Great selection at a great price but I especially like the product label view. I can see all the ingredients very clearly and quickly.,5,2024-12-10,Bruce,US
171,Beware the fine print,"I had to use live chat to get the DECSALE promo applied to my cart. Found out that the 50% off only applied to Swanson products. Ok, fine. I was told that the discount would appear in orange next to the product. Ok, fine. It wasn't until I hit the ""place order"" button that I realized the discount wasn't the 50% off. It's not worth the time to chase it but I'm not happy with it either.",2,2024-12-10,Renae F.,US
172,Great product,"Great product, great price, free shipping!",5,2024-12-10,Donald Les,US
173,Swanson used to be great...now not so much,"Swanson used to be great. Inexpensive ground shipping and out the door quickly. I've used them for over 15 years... Now they seem to be very sketchy, slow to ship and then taking up to two weeks for delivery; not just at the holidays but all year long. I also keep getting notices from my browser and Malwarebytes that the website is not safe... I have been gradually switching to vitamin shoppe with much better results... I guess it's goodbye Swanson...
I saw the Reply post by swanson...I did chat with a customer server rep just before posting my review. She basically blew me off had no answers or info and basically said ""it will get there when it gets there ...no worries"" Thanks for that enlightenment...",1,2024-12-01,Jeff,US
174,Love Swansons Vitamins shipping high,Love Swansons Vitamins. Would buy more but shipping cost are prohibitive and we have had to cut back.,4,2024-12-10,James Spotts,US
175,It was easy to place the order,"It was easy to place the order, but now, two days later I have not received an email confirming my order.",4,2024-12-08,Louise Knox,US
176,Items appear fast,Delivery is always fast,5,2024-12-10,JBrown,US
177,Good Experience,I always have a good experience with Swanson. Good products and quick delivery.,5,2024-12-10,Merry Oman,US
178,Website easy to navigate,Website easy to navigate. Found all the supplements on sale.,5,2024-12-10,Jackie Schlarb,US
179,Swanson offers a great variety of…,Swanson offers a great variety of products for fair prices. Easy to order and transaction is fast.,5,2024-12-10,RICHARD,US
180,In these turbulent time there is…,In these turbulent time there is nothing like a trusted product and great customer service!,5,2024-12-10,Janet Gale,US
181,No discount was calculated,No discount was calculated,4,2024-12-10,John Lang,US
182,I like that the site is easy,"I like that the site is easy, user-friendly, and simple. I like that there are frequent sales. I like that shipping is free. I like that my orders arrive quickly. Good service!",5,2024-12-10,Tina Marie Demerath,US
183,i wasn't able to find the log in link…,i wasn't able to find the log in link on home page,2,2024-12-10,customer,US
184,I get confused adding and changing…,"I get confused adding and changing delivery dates on my Easy Refill. I wish it were easier to navigate. But I do love Swanson products ;) I wanted to just have one delivery, not two so as to save you on shipping and handling but I couldn't figure out how to get everything into one order.",2,2024-12-10,Patricia Pollina,US
