No.,Review Title,Review Text,Star Rating,Date,Author,Location
18,A COMPLETE WASTE OF MONEY,"If I could give them less than one I would. Money back guarantee is bogus. That is awful and very misleading about the money back guarantee. To suggest that the product needs to used for a few month to see results, suggest to make purchase on that basis, say you offer a 30 day money back guarantee and put specific requirements in your FAQs is deceitful to say the least. So I made the purchase with that thought in mine and the reason I purchased the volume. I wouldn't have purchased so much if Id known there were specific requirements of the return. Now I'm stuck with 4 bottles of stuff I can't use and causes cramping 😫. They will only accept 2 of the 6 bottles purchased, I would have to pay to return the 2 bottle minus a 20% restocking fee..",5,2023-06-13,Kasey C. Wood,US
19,Obvi undeniably offers the best…,"Obvi undeniably offers the best collagen in the market. It played a crucial role in my weight loss journey, both before and after surgery. Thanks to Obvi supplements, my hair is experiencing remarkable growth – consistency is key. Highly recommend for overall well-being!


@famous_kiki1",5,2023-11-19,Famous Kiki,US
20,My experience with obvi has so far been…,"My experience with obvi has so far been wonderful! I have had a few of the collagen powder and have either had them in my coffee or milk. The flavors are wonderful, I'm very surprised because usually powders are not. I will continue on my obvi journey for sure!",5,2023-02-17,Sherry Grieco,US
21,Great products,"At first, like most products I was skeptical. But.. it works!!! I have noticed a change in my skin hair and even in my joints! I have tried cinnamon cereal, peanut butter cup, peppermint mocha and caramel collegin. I am also taking the vinegar gummies the detox and burn. All amazing products. I am very happy that I gave these products a try. I have placed three orders so far!",5,2022-06-01,Michelle Alexion,US
22,"Did not do anything for me, no refund","Did not do anything for me, emailed them re 90 day money back guarantee. Response we do not offer this to overseas customers. They should actually put this on their website n/a to overseas customers. The only reason I bought it was because of the money back guarantee. Terrible advertising and service",1,2024-10-16,Debbie McKay,NZ
23,I have to tell you since I started…,"I have to tell you since I started obvii have so much more energy and really feel great.I am also a stroke victom and have to watch what I can take, I recommend this product very highly, and will continue to use this product as my daily routine for a long time to come. Very Satisfied Thank you Obvi",5,2022-01-12,Lisa Jaskowiak,US
24,Obvi is a great product,"Obvi is a great product with so many choices. I’ve got all of the different shake flavors. The Cocoa flavior is my favorite. I like it with almond milk and ice. I’m getting ready for weight loss surgery. I will use as protein , and meal replacement . I’m working on weight reduction prior to surgery. It has been very helpful to me I lost 30 lbs.",5,2022-01-10,Deborah Strickland,US
25,Don't fall for this scam,"Don't fall for this. It's a big scam. I never received my order and the tracking stopped 3 weeks ago, well past estimated delivery date. They never responded to any emails. I filed case through PayPal and just received a notification that they closed the case. When I checked why, it turns out the seller provided a fake tracking showing it was delivered! Reopening the case as we speak and providing the real tracking for my item. Disgrace!",1,2024-09-24,Sanela Avdic,AU
26,caused hunger pains which made me put on weight,"caused hunger pains which made me put on weight rather than lose it after trying for a month
90 day guarantee does NOT apply to international customers so I recommend finding something in your own country.
cannot leave a negative review on their website so search independent review sites.",1,2024-10-12,Melissa Giles,AU
27,Obvi Burn Energizes!,"So far, Obvi Burn has given me some much needed energy to accomplish my daily goals. I will soon start the Mermaid Vitamins as well. Looking forward to a healthier 2022.",5,2022-01-05,Paige,US
28,Losing weight over 50 is hard,Losing weight over 50 is hard. Menopause does not help. Trying ro stay on course. Just started and praying I can lose some weight. Nothing significant yet. Waiting and anticipation!,3,2022-01-03,Janet,US
29,I absolutely love Obvi,I absolutely love Obvi! The products are amazing in every way! I have had a hard time losing weight but since I started using Obvi it’s been so much easier. The meal replacement bars are so delicious that you would swear it wasn’t a healthy diet food. You feel like you’re cheating on your diet but it’s not! I’m a lifetime customer! Who knew that healthy could taste so good!,5,2022-01-09,Talitha D,US
30,I love how Obvi makes me feel,"I love how Obvi makes me feel.
I have not had any side effects and I do not get an upset stomach, like I have in past experiences/experiments.
I have also been able to cut back on my anxiety medication.
I LOVE OBVI!",5,2022-01-06,Sarah Shriver,US
31,False advertising,"False advertising. They say you will get a refund within 90 days but when you contact them and say you’re not happy.. this is their response. Buy it but know if they are lying about a refund, what else are they lying about…?

Hi Naomi,

I'm sorry but that is for domestic orders only. Also, we don't advertises a full refund. There is a 20% restocking fee.

As a one time courtesy, I have refunded you for your order minus the 20%.",1,2024-10-10,Naomi Rose,AU
32,"New to products, hopeful, gonna spend less ….","Well, I was excited to get my freebies this time around since I got skipped the first order.. The products so far I’ve not noticed any major changes or big benefits for the cost, fingers still crossed. I am hopeful to see some results! Very sad how cheap the water bottle was, I had for a week:(. I had it half full of water and my daughter accidentally dropped it and it cracked, what a joke. Not good quality at all, but the idea is there.",4,2022-01-04,Nikolai,US
33,Obvi is the Best! Just try it!,I continue to use Obvi because of the way it makes me feel. I am about 6 or so months in and could not be more of a fan. I consistently use Hello to get me going in the morning. Nice energy boost to begin my day. Collagenic Burn a Breakfast and Lunch curbs my appetite just enough to make sure I am not eating too much. Goodbye has replaced the nightly melatonin I used to take for years. If you have not tried Obvi.....do it! You'll love it.,5,2022-01-11,Chrissy Champion,US
34,"Snake Oil, Now in Convenient Capsule Form!","Wow, where do I start? This product is so useless, it should come with a free T-shirt that says, ""I bought snake oil, and all I got was this lousy charge in American dollars."" That's right, they advertise in Australia but kindly slap you with USD when it’s time to pay—sneaky, huh?

I raised the issue, but they waited three days to reply, by which time my magical order had already shipped. How convenient! They market this stuff like it’s the next best thing to injectable weight loss meds. Spoiler alert: it’s not. I’ve had better results from eating salad... and I hate salad.

Save your money and avoid at all costs unless you’re collecting bottles of disappointment.",1,2024-10-11,Festus Ramsbottom,AU
35,I have not been able to tolerate shakes…,I have not been able to tolerate shakes or water since Bypass surgery but your shakes I can tolerate! The flavors I have purchased are really great! I will be ordering again!,5,2022-01-05,Faith Plaisance,US
36,DO NOT BUY THIS PRODUCT,"DO NOT BUY THIS PRODUCT, do not engage with this company. They prey on the gullible and do not care about basics of customer service. You can definitely find better options than to give your money to Obvi. I am suffering right now to be able to return this. It’s like talking and messaging a wall. Appalling experience.",1,2024-09-13,Diana Cotrina,NZ
37,Product didn’t work for me at all,"Product didn’t work for me at all! I bought 3 month supply, I expected something to happen, based on the reviews but unfortunately not.
Didn’t suppress my appetite (which I was really hoping it would) I changed my lifestyle but didn’t loose anything.
Very disappointed, product is relatively expensive and had no results!",2,2024-02-19,anonymous,GB
38,I have noticed less cellulite,I have noticed less cellulite. My legs are getting more tone. I have my husband look every week. I've been taking collagen burn for about 3 months. Am going to try lust and hollow good night next.,5,2023-05-05,Tonja Bryant,US
39,I absolutely Love these products and I…,I absolutely Love these products and I am on my 4th order but I am disappointed. I orderd on Dec 29th and my order is not filled yet. My first 3 orders were very prompt. Im going to run out before it gets here.I orderd from Amazon 2 day turn around due to order delay to get me through.Nothing at all bad to say about products or The OBVI community Lovely folks. But I already dislike the thought of going without Obvi in my life.,3,2022-01-07,Kimberly Copple,US
40,No Order Confirmation or Updates on Order,"I placed an order on 02/02/2023 at 8:20 am that morning. Paid for the product and got an order number. I have not received anything stating that my order has been processed or anything. I have sent multiple email to the customer service department, I called and left voicemail requesting a call back with an update. I have set up tracking for the product for when it is ready, I have confirmed to make sure I listed all CORRECT CONTACT INFORMATION and everything is accurate. I so far am NOT HAPPY or IMPRESSED.",2,2023-02-02,Sherry Davidson,US
41,Good Product!,Took a while for customer support to rectify an issue of broken capsules and an order that never showed up. But all in all they made it right and I’m liking the products so far!,4,2022-01-04,ES,US
42,Collagen Burn,I have always had trouble with my fingernails chipping peeling and breaking. They were paper thin. Then I tried Collagenic Burn! My fingernails are now long and do not break! They are hard and pretty! This is the best product I have ever used! Thank you Obvi!!,5,2022-01-09,Carol Lester,US
43,Did not work for me,"Did not work for me, ok taste, but other than that just a drink.",2,2024-11-26,Thomas,US
44,SCAM The worst customer service do not order…,The worst customer service do not order if you are in Australia as it is unsafe to be delivered here and that is apparently our fault so you won’t be refunded complete scam and so so useless at any help or a decent response. I’ll be taking this further as a complete breach to consumer rights,1,2024-09-27,Laura,AU
45,Great for sensitive stomachs,I really enjoy the products. I have multiple digestive issues and I can tolerate their protein and collagen supplements!!! This is such a big deal for me!,5,2022-01-04,Crystal Biddix,US
46,Don't Waste Your Time or Money,"They advertise weight loss, fat burning etc. It doesn't work, I have taken it for 3 weeks as directed. In addition to taking these pills I have followed a low calorie, low/no carb diet and daily exercise and I have not lost a single pound. I have not had any boost in energy as they advertise or any improvement in my hair, skin or nails as they advertise. They advertise 90 day money back guarantee but you have to call them at a specified number to initiate the return. When calling the number provided, you get an automated voice and then put on hold, after 3-5 minutes another automated voice comes on and states ""unfortunately we are unable to take your call at this time, please try again later."" They are all about helping you until they make the sale and then the customer service is gone.",1,2024-08-01,April M.,US
47,Reviews?,Why are all the positive reviews in early January? Negative ones are spread?? Scam im thinking,1,2024-11-02,Mark Parker,NZ
48,I ordered at Obvi over a year ago and…,"I ordered at Obvi over a year ago and only received it once and unfortunately, i have never received my order since then. I canceled it after the first order ( over a year ago) today I was notified that they had taken money out of my bank account. And when I called and questioned it, they said I never Never canceled my subscription. Which is ironic because I haven’t received product in over a year and all of a sudden you started taking money out of my account again. It does not make any sense and I am highly disappointed. I would not suggest this product.",1,2024-08-13,Taylor,US
49,This company has awful customer…,"This company has awful customer service.
I have E-mailed and even attempted to call and have gotten absolutely no response. I placed an order on My19, 2024 and order still says it’s processing which is BS.
Hopefully anyone else who tries to order from them has much better luck than i have.
I will never order from Obvi again!!",1,2024-05-28,Shannon,US
50,I have never received my order and i dont get money back.,"I ordered at Obvi. But unfortunately, i have never received my order. i have canceled it 2 minutes after the order, because i wanted to add a few more products. But their customer support is so slow, they have answered me after 5 days. Now they say, they dont refund orders which come from overseas. Very bad support and now sense for making a good experience for a customer. Very disappointed.",1,2024-07-01,Roman Schiefer,CY
51,The cinnamon toast collagen powder is…,"The cinnamon toast collagen powder is the best product they have! Can't believe it has no sugar, blows my mind since it is so good!",5,2022-10-20,Emily Cain,US
52,Biggest hoax on the market,Worst product and customer service you can experience. Not even close to the outrageous claims they make. When you contact customer service you get very limited responses. Don't buy from these thieves,1,2024-08-26,Andries Erasmus,AU
53,Absolutely a scam,Absolutely a scam. Wish I read the reviews. Product does not work and their website about returns is a lie. DO NOT BUY,1,2024-11-19,Nicole,AU
54,Prompt shipment & customer service,Prompt shipment & customer service. I have just started using my products so I haven’t formed an opinion yet.,5,2022-01-03,Kathrina McGarvey,US
55,I just started last week,I just started last week. I have different thing coming. So far so good I've noticed that my sweet tooth is not as bad as it was in my appetite feels curved,5,2022-01-03,Tina Alexander,US
56,Obvi is a great company,Obvi is a great company! The superfood pinks are my fave! Collagenic Burn is a close second. Thanks to the superfood pinks I don't drink pop! I've been trying to quit for years. I was bad and now I have to make to make myself have a cup so I don't feel shaky but it (the pop) tastes awful,5,2022-05-29,Tosha Edwards,US
57,Great Products,Everything product I have tried has been GREAT!! I’m currently using the Detox and Thermo Collagen ans seeing great results,5,2022-01-06,ANGEL BROOKS,US
58,These products really work!,"These products really work!! I have been following Wanelda Farmer on Facebook for a long time and had been hearing her talk about how great these OBVI products are and how they helped her lose weight, kept her energy going and how it helps with her skin, nails and hair and so much more..... I kept thinking, well I've tried just about everything else that I might as well try this too, Thank goodness I did!! Because it really does work. The flavors are really really good too!! Fruity cereal REALLY does taste like the milk from the cereal after the ""name brand"" cereal is gone!! Collagenic Burn Fruit Punch is Delicious!! Both of the SuperFruit Pinks Teas are Awesome!! The Burn and Detox Work!! I can go on and on. I'm so glad I tried it, needless to say.... I'm definetly hooked. Im 48 lbs down. Thank you OBVI!! 😊",5,2023-01-11,Julie Farless Thomas,US
59,I love this stuff!!,"Using Obvi, I have been able to sleep better, I have lost 3 pounds, my hair and skin look better! I am overall very pleased with all of my Obvi purchases! I am a super happy customer!",5,2022-01-04,Christy Case,US
60,Order still not received,I ordered this 2 weeks ago and still haven’t received it! You cannot get a hold of anyone as it’s a computer that emails back! I’m in Australia and paid $22 for fast delivery and yet still nothing!,1,2024-10-02,Marlein,AU
61,Just tried the Pumpkin Spice collagen…,"Just tried the Pumpkin Spice collagen as a hot chocolate and LOVED it! Of course, I added some whipped cream on the top, too. And I ended up with a comfy-cozy winter drink to end the day with.",5,2022-01-06,L.B.,US
62,Love this product!,"The product is absolutely fabulous, but when advertising free gifts with purchases of certain dollar amounts follow through would be nice.",4,2022-01-06,Candice I.,US
63,Don’t do it,Still waiting for my order tracking details do not update and nobody replies to any emails.,1,2024-10-29,Kelly Mcfarlane,AU
64,never finished my order as I changed my…,"never finished my order as I changed my mind, but they still tried to take it of my creditcard....",1,2024-09-08,Monica Georg,US
65,Great Product..,Great Product... Think this was 3rd time ordering.. Ran out ... still tryin to figure out how far ahead to order... lol... Anyway Got here really quick this time which was good because I was out... Seems to really be helping me to lose weight...,5,2022-01-07,Cheri Mackley,US
66,Deceptive marketing,"Deceptive marketing, over-exaggerated claims, supplements don’t work near as well. Ultra synthetic too. Only tasted good but that’s it",2,2024-07-12,Alex,US
67,The capsules OBVI burn are a total rip…,"The capsules OBVI burn are a total rip off. They DO NOT work at all even with the proper diet and exercise. Customer service is a joke wanted refund they will not give it.

DO NOT BUY",1,2024-10-01,Rosie Whitehead,CA
68,Terrible company made me completely…,Terrible company made me completely sick and after they said sorry they said I have to pay for return shipping and a restocking fee on pills that they're going to try to reuse,1,2024-10-01,The Williams,US
69,Do not waste your money!,"Do not waste your money!!
Appalling company who says they offer no quibble returns but this apparently doesn’t run to international returns. The main thing though is this product DOES NOT WORK so please do not buy it. It actually causes bloating and weight gain.",1,2024-01-17,Bertie Baxendale,GB
70,I really love how the teas make me…,I really love how the teas make me feel. I got the lifestyle bundle. I do however wish that there was maybe a manual or more instructions on how to use it all together better.,3,2022-01-05,Gabrielle Rapone,US
71,This place should be shut down,"This place should be shut down! Their products taste horrible and make you feel worse! Nothing worse than that other than their customer service! They say 30 day moneyback satisfaction guarantee all over their website but you have to dig for the clause that says you can only return two of the items. If you buy these products be prepared to be frustrated, less a couple hundred dollars and have a terrible chemical after taste!",1,2022-06-08,Dania,US
72,Obvi Powder,I love the peanut butter cup powder! But I ordered the caramel macchiato and it has no flavor at all. Not one I will ever order again,4,2022-05-28,Marcy Moctezuma,US
73,I really like the birthday cake meal…,I really like the birthday cake meal replacement! I usually have one for breakfast and I’m satisfied until lunch.,5,2022-01-12,Marcia Felger,US
74,"I purchased this product then the day I…received this product November 9th and c ointacted them that same day,Still no address to send back product","I purchased this product then the day I received it I realized I cannot take this product, I wrote 8 msgs so far for the return address. No response. I called the number provided it has been terminated.It states we connot return product after 30 days but Ive been trying for several weeks now.",1,2023-11-09,BRENDA ALLISON,US
75,I love the collagen powder it mixes up…,I love the collagen powder it mixes up really good in my coffee. _I have the no flavor so I can mix it with anything. I swear my Haut feels different,5,2022-01-16,Alicia Cass,US
76,Waste of your hard earned money,I purchased 3 items from obvi for my wife because she wanted to try the flavor were horrible and zero results. I tried reaching out to customer service for refund . Got ignored. Reached out agian to be told I'm a liar and all sales are final. Get ducked more are less. Don't waste your time on this junk. Eat clean exercise results will come. Lots of whey (lol) better and reputable companies for supplements.,1,2022-11-11,Brandon,US
77,Would like to give zero stars,"Would like to give zero stars. I should have read the reviews BEFORE ordering. Customer service is awful, always giving you the run around!! And watch out ordering their “deals”, when you want to return they only approve return for 2 ITEMS ONLY!! Even if you bought the deal! Extremely dissatisfied! Awful company!!",1,2023-05-12,Sherry F,US
78,I wish I could give less than one star,I wish I could give less than one star! My order took 15 days to revive upo reaching out to customer care they just gave me the run around. My products FINALLY arrive and against my better judgement I decide to give it a try anyway day one I take my burn and a caramel macchiato protein drink (which I cannot lie Is delicious) day two I do the same when scooping the protein shake I noticed something strange so decided to sift it I found what looked like a skinny worm I sifted some more and scooped it out and it seems to be some kind of brown stringy hard plastic. After writing this review I will be requesting a refund and they can keep the products!!!’,1,2023-03-24,Jazmine Fernandez,US
79,Customer service is TERRIBLE!!,Emailed several times and have not received any response. Customer service is TERRIBLE!! Beware - stay away. You must submit a form for returns and they decide whether you are eligible to return the product.,1,2024-05-31,Rena Yosua,US
80,This Brand has no Credibility,"This Brand has no Credibility,
I purchased some inventory of 7k$ 2months ago and for some reason I wanted to return the stock, every week am texted them to refund my money and I want to return their stock but they aren't responding,
Before purchasing the inventory they reply to every text but when stock is purchased the Relationship closed how Rubbish and pathetic their service.

Not recommended",1,2023-09-24,Khan Salar,PK
81,So sad. This definitely tastes amazing,"This definitely tastes amazing, which is why it got at least 1 star. As a product, it doesn't mix and dissolve all the way; there are always coagulation chunks in anything I mix it with. The frother is a joke. And trying to return? RIP OFF you can return 2 containers, with a 30% restocking fee on each. I'm willing to pay a bit more for NativePath; it actually works.",1,2023-02-01,Amber Warren,US
82,I love the strawberry milkshake powder,I love the strawberry milkshake powder. It tastes amazing. I also use the burn and detox. I can definitely feel the difference. I Live Obvi!!!!!,5,2023-02-02,Kelley Marderosian,US
83,Scam and Bogus Company!,"I’m convinced all these five star reviews are fake! This product contains meat and beef products which they do not include as notice. There are people who have allergies and reactions to this product. The product also makes you really sleepy so this “energy” they speak of is questionable. Not to mention god help you if you try to get a refund or try to cancel, they do nothing to help you and will still charge your card. The customer service dept is a recorded robot that you cannot get through to. Just everything seems fake and there’s a lot of people who claim to not even receive their product either within the specific shipping date or not at all. It’s a scam and I’m truly concerned for those who get stuck and involved. Not to mention all this fake reviews and pictures on their website. Bunch of BS if you ask me!",1,2024-06-08,Jenny,US
84,Great products love the taste of the…,"Great products love the taste of the bars and protein powder, there was damage to the boxesbof the free gifts,but everything was fine I will be buying more product in the futue, the carb blocker worked really well for my husband who is a diabetic he can't take all 4 at one time.",5,2022-11-29,Sherry Tucker,US
85,I am only using two products,"I am only using two products. Detox is good. Doing its job. Collagenic Burn , I haven't taken the full dose yet. Getting my body used to it. But I like it. It's only been five days and I'm already not feeling so bloated and huge. So I think it's working.",4,2022-01-06,Tracy Moore,US
86,I love the Protein collagen!,I love the Protein collagen!! The cocoa flavor mixed with my cappuccino is amazing!! I love the energy I get from the pills too.,5,2022-01-03,Kimberly Baack,US
87,"Non-responsive - Hides all low ratings, reviews & complaints","I placed an order with them 6 days ago and never received any type of confirmation email that my order was received. I have emailed and sent messages via Facebook for support and no response. I got an automated response and still yet nothing. I even joined the FB community group page and when I posted a question they declined it. Very sketchy company and all the comments and reviews you see on social media are only the good reviews (probably paid reviews or fake ones from fake accounts) and they hide all of the bad reviews. Any questions or complaints get hidden from the general viewers and that to me is a huge red flag. No 800 customer support number to even contact them. But, guess what? My card was definitely charged!",1,2024-03-27,J,US
88,Taste absolutely horrible,Taste absolutely horrible . No different than any other collagen. What a waste of money. Yuck. It is rotting in my cabinet and I had to buy other collagen supplements just so I could take them. Please don’t waste your money or your time on this. This company should not even be popular.,1,2023-05-08,Healthy&sexy,US
89,Strawberry Collagen,I have never had a bad product from obvi but the results I have seen in my hair are beyond belief. I couldn't ask for better.,5,2023-01-06,Amber Harbin,US
90,THEY DON'T CARE...AT ALL..,"I gave them one star because there wasn't a minus sign. I bought the three pack for over $100 and started taking them as directed. The next day I was in the emergency room for heart palpitations, dizziness and dehydration. And I drink about 10 glasses of water a day. I contacted the company and after several attempts finally got an answer. They were quick to tell me I could send them back. I sent them back, they charged me $12.60 per bottle, restocking fee and $5.45 per bottle shipping fee. I sent them back in the exact same envelope that they sent them to me in! So out of my $103 investment in my health, my hospital bills were over $700 and I got a whopping $39 refund. Do not, do not, under any circumstances do business with this company...",1,2024-04-03,Mychell Thomas,US
91,Scam,I ordered two of the collagenic burn at the end of December and only received one. As of today 2/9/22 I have not received my order or reimbursement. poor poor poor customer service no one answers their phone and when you leave a message they do not call you back I only received a reply after my second email but still no resolution. Don’t waste your money on this scam artist.,1,2022-02-09,Don’t waste your time,US
92,I've been using it for a couple months…,I've been using it for a couple months I feel better. My hair has grown about 3 inches and my face glows the lines above my lip are almost completely gone.and my crow's feet have gone I really have good things to say I just need to lose weight. I'm going to get back on track and try to lose 50lbs. But all good reviews from me. Thanks.,5,2022-04-02,Nora Sargent,US
93,I’ve started taking the hello/goodbye…,I’ve started taking the hello/goodbye journey after about a year of using Burn ~ I love them all and I can tell the calming effects in the hello/goodbye ~ my husband “obvi”ou sly loves it too cause he told me to put it on automatic send 🤣😂 thank you Obvi ~,5,2023-03-06,Dianne,US
94,Obvi is pretty awesome,Shipping takes longer than 3-5 business days but I really am excited for my products I've bought and am gonna try!! Super excited!!!,4,2023-01-09,Melissa Bledsoe,US
95,Horrible Customer Service,"received a damaged package inside was a shaker bottle, funnel and a bar. Missing was the 2 containers of super collagen protein, I contacted the company and was completely dismissed by them saying I had to dispute the charges with my card company. $70 on junk, what a scam!!! Now I have to go through the whole dispute process with my bank!!!!",1,2022-07-29,Brian Murray,US
96,I never received my package,I never received my package. When I contacted you all ...all I ever got in response was some bullcrap automated response. And when I finally finally finally got someone to respond via email you all acted like it wasn't your problem that I hadn't received my package and you didn't give a crap whether I tried it or not. Could have been a really great product but because of poor customer service I will never know!,1,2022-01-11,Kelly Maddox,US
97,Can I give it 0 stars?!,"Can I give it 0 stars?!? What a waste of money. I ordered the product on 9/1/24, which was not shipped in the time it they claim. On 9/13/24 I got a knock at the door and the postal worker told me it had $7 in postage due. After already paying postage when ordering, I refused it. What the heck?!? I emailed the company and was told there is NEVER postage due. Never say never I guess 🤷🏼‍♀️ For a company that swears by customer service, they surely are poor at it.",1,2024-09-17,Rachael Eakes,US
98,Advertised in a big jar with pink…,"Advertised in a big jar with pink pills...
What is this? Shipping was slow. I'm going to start taking. I'll update my review later.",3,2023-02-14,Yvonne Crys Woods,US
99,Absolutely shocking !!,"Absolutely shocking !!
I ordered this in late August and still haven’t received it
The customer service is appalling",1,2024-10-04,Sharon,AU
100,I would give less stars if I could,I would give less stars if I could. It’s a scam. They take your money and you will never see products. Plus if you reach out for assistance they’ll just ignore you. Don’t waste your money.,1,2024-11-05,Kristyn Beattie,AU
101,I made a purchase and after 15 days it…,"I made a purchase and after 15 days it remains unfulfilled, I have left 4 email messages and have not received a response from anyone and there is no customer service number to call. I know have to depute the charge and have my credit card canceled and a new one sent. I am very disappointed I had two previous orders with no issues.",1,2023-11-14,Anna Smith,US
102,With exercise and my OBVI I am looking…,With exercise and my OBVI I am looking forward to shedding some CHRISTMAS goodie pounds and showing off my summer body🥰.,5,2022-01-07,Carrie Shelton,US
